HealthTopic,Population,Indicator,Unit,Time,RegionName,NumValue
Measles,All cases,Notification rate,N/1000000,2009-01-01,Malta,2.43352817
Measles,All cases,Notification rate,N/1000000,2009-01-01,Netherlands,0.90987466
Measles,All cases,Notification rate,N/1000000,2009-01-01,Norway,0.4167316
Measles,All cases,Notification rate,N/1000000,2009-01-01,Poland,3.01553319
Measles,All cases,Notification rate,N/1000000,2009-01-01,Portugal,0.28400984
Measles,All cases,Notification rate,N/1000000,2009-01-01,Romania,0.39138387
Measles,All cases,Notification rate,N/1000000,2009-01-01,Sweden,0.32410193
Measles,All cases,Notification rate,N/1000000,2009-01-01,Slovenia,0
Measles,All cases,Notification rate,N/1000000,2009-01-01,Slovakia,0
Measles,All cases,Notification rate,N/1000000,2009-01-01,United Kingdom,18.79361648
Measles,All cases,Notification rate,N/1000000,2010-01-01,Austria,6.70526745
Measles,All cases,Notification rate,N/1000000,2010-01-01,Belgium,3.69006923
Measles,All cases,Notification rate,N/1000000,2010-01-01,Bulgaria,2964.92775439
Measles,All cases,Notification rate,N/1000000,2010-01-01,Cyprus,21.97426569
Measles,All cases,Notification rate,N/1000000,2010-01-01,Czechia,0
Measles,All cases,Notification rate,N/1000000,2010-01-01,Germany,9.53518923
Measles,All cases,Notification rate,N/1000000,2010-01-01,Denmark,0.90338512
Measles,All cases,Notification rate,N/1000000,2010-01-01,Estonia,0
Measles,All cases,Notification rate,N/1000000,2010-01-01,Greece,13.40013736
Measles,All cases,Notification rate,N/1000000,2010-01-01,Spain,6.5610278
Measles,All cases,Notification rate,N/1000000,2010-01-01,EU/EEA (without UK),72.662679
Measles,All cases,Notification rate,N/1000000,2010-01-01,EU/EEA (with UK until 2019),64.438869
Measles,All cases,Notification rate,N/1000000,2010-01-01,Finland,0.93433022
Measles,All cases,Notification rate,N/1000000,2010-01-01,France,77.62277761
Measles,All cases,Notification rate,N/1000000,2010-01-01,Hungary,0
Measles,All cases,Notification rate,N/1000000,2010-01-01,Ireland,88.58256466
Measles,All cases,Notification rate,N/1000000,2010-01-01,Iceland,0
Measles,All cases,Notification rate,N/1000000,2010-01-01,Italy,51.76537586
Measles,All cases,Notification rate,N/1000000,2010-01-01,Lithuania,0.63654209
Measles,All cases,Notification rate,N/1000000,2010-01-01,Luxembourg,0
Measles,All cases,Notification rate,N/1000000,2010-01-01,Latvia,0
Measles,All cases,Notification rate,N/1000000,2010-01-01,Malta,0
Measles,All cases,Notification rate,N/1000000,2010-01-01,Netherlands,0.90497797
Measles,All cases,Notification rate,N/1000000,2010-01-01,Norway,0.61751278
Measles,All cases,Notification rate,N/1000000,2010-01-01,Poland,0.3418995
Measles,All cases,Notification rate,N/1000000,2010-01-01,Portugal,0.47288125
Measles,All cases,Notification rate,N/1000000,2010-01-01,Romania,9.26351005
Measles,All cases,Notification rate,N/1000000,2010-01-01,Sweden,0.64235138
Measles,All cases,Notification rate,N/1000000,2010-01-01,Slovenia,0.97705102
Measles,All cases,Notification rate,N/1000000,2010-01-01,Slovakia,0
Measles,All cases,Notification rate,N/1000000,2010-01-01,United Kingdom,6.35096382
Measles,All cases,Notification rate,N/1000000,2011-01-01,Austria,14.56687892
Measles,All cases,Notification rate,N/1000000,2011-01-01,Belgium,61.26917366
Measles,All cases,Notification rate,N/1000000,2011-01-01,Bulgaria,21.3042228
Measles,All cases,Notification rate,N/1000000,2011-01-01,Cyprus,0
Measles,All cases,Notification rate,N/1000000,2011-01-01,Czechia,1.62109622
Measles,All cases,Notification rate,N/1000000,2011-01-01,Germany,20.03189521
Measles,All cases,Notification rate,N/1000000,2011-01-01,Denmark,15.10620742
Measles,All cases,Notification rate,N/1000000,2011-01-01,Estonia,5.2645037
Measles,All cases,Notification rate,N/1000000,2011-01-01,Greece,3.77582665
Measles,All cases,Notification rate,N/1000000,2011-01-01,Spain,75.23489637
Measles,All cases,Notification rate,N/1000000,2011-01-01,EU/EEA (without UK),69.552194
Measles,All cases,Notification rate,N/1000000,2011-01-01,EU/EEA (with UK until 2019),63.112343
Measles,All cases,Notification rate,N/1000000,2011-01-01,Finland,5.02299788
Measles,All cases,Notification rate,N/1000000,2011-01-01,France,230.32155403
Measles,All cases,Notification rate,N/1000000,2011-01-01,Croatia,2.56418803
Measles,All cases,Notification rate,N/1000000,2011-01-01,Hungary,0.50071492
Measles,All cases,Notification rate,N/1000000,2011-01-01,Ireland,58.41324681
Measles,All cases,Notification rate,N/1000000,2011-01-01,Iceland,0
Measles,All cases,Notification rate,N/1000000,2011-01-01,Italy,85.85911928
Measles,All cases,Notification rate,N/1000000,2011-01-01,Lithuania,2.29313618
Measles,All cases,Notification rate,N/1000000,2011-01-01,Luxembourg,11.72241325
Measles,All cases,Notification rate,N/1000000,2011-01-01,Latvia,0.48201946
Measles,All cases,Notification rate,N/1000000,2011-01-01,Malta,14.45821455
Measles,All cases,Notification rate,N/1000000,2011-01-01,Netherlands,3.00195745
Measles,All cases,Notification rate,N/1000000,2011-01-01,Norway,8.23350381
Measles,All cases,Notification rate,N/1000000,2011-01-01,Poland,0.99835224
Measles,All cases,Notification rate,N/1000000,2011-01-01,Portugal,0.18916606
Measles,All cases,Notification rate,N/1000000,2011-01-01,Romania,206.19772435
Measles,All cases,Notification rate,N/1000000,2011-01-01,Sweden,2.76138353
Measles,All cases,Notification rate,N/1000000,2011-01-01,Slovenia,10.73071799
Measles,All cases,Notification rate,N/1000000,2011-01-01,Slovakia,0.3708892
Measles,All cases,Notification rate,N/1000000,2011-01-01,United Kingdom,17.62861574
Measles,All cases,Notification rate,N/1000000,2012-01-01,Austria,4.16264228
Measles,All cases,Notification rate,N/1000000,2012-01-01,Belgium,9.11890684
Measles,All cases,Notification rate,N/1000000,2012-01-01,Bulgaria,0.13647733
Measles,All cases,Notification rate,N/1000000,2012-01-01,Cyprus,1.160078
Measles,All cases,Notification rate,N/1000000,2012-01-01,Czechia,2.09415212
Measles,All cases,Notification rate,N/1000000,2012-01-01,Germany,2.06652981
Measles,All cases,Notification rate,N/1000000,2012-01-01,Denmark,0.35838979
Measles,All cases,Notification rate,N/1000000,2012-01-01,Estonia,3.01837359
Measles,All cases,Notification rate,N/1000000,2012-01-01,Greece,0.27060167
Measles,All cases,Notification rate,N/1000000,2012-01-01,Spain,25.82328046
Measles,All cases,Notification rate,N/1000000,2012-01-01,EU/EEA (without UK),21.122632
Measles,All cases,Notification rate,N/1000000,2012-01-01,EU/EEA (with UK until 2019),22.54993
Measles,All cases,Notification rate,N/1000000,2012-01-01,Finland,0.74056698
Measles,All cases,Notification rate,N/1000000,2012-01-01,France,13.15930915
Measles,All cases,Notification rate,N/1000000,2012-01-01,Croatia,0.46772859
Measles,All cases,Notification rate,N/1000000,2012-01-01,Hungary,0.20137083
Measles,All cases,Notification rate,N/1000000,2012-01-01,Ireland,22.44357347
Measles,All cases,Notification rate,N/1000000,2012-01-01,Iceland,0
Measles,All cases,Notification rate,N/1000000,2012-01-01,Italy,10.16934193
Measles,All cases,Notification rate,N/1000000,2012-01-01,Lithuania,0.66585853
Measles,All cases,Notification rate,N/1000000,2012-01-01,Luxembourg,3.81059077
Measles,All cases,Notification rate,N/1000000,2012-01-01,Latvia,1.46712682
Measles,All cases,Notification rate,N/1000000,2012-01-01,Malta,0
Measles,All cases,Notification rate,N/1000000,2012-01-01,Netherlands,0.59771619
Measles,All cases,Notification rate,N/1000000,2012-01-01,Norway,0.82335038
Measles,All cases,Notification rate,N/1000000,2012-01-01,Poland,1.83901803
Measles,All cases,Notification rate,N/1000000,2012-01-01,Portugal,0.66398555
Measles,All cases,Notification rate,N/1000000,2012-01-01,Romania,306.82729037
Measles,All cases,Notification rate,N/1000000,2012-01-01,Sweden,3.1636042
Measles,All cases,Notification rate,N/1000000,2012-01-01,Slovenia,0.97300116
Measles,All cases,Notification rate,N/1000000,2012-01-01,Slovakia,0.18503708
Measles,All cases,Notification rate,N/1000000,2012-01-01,United Kingdom,32.56944852
Measles,All cases,Notification rate,N/1000000,2013-01-01,Austria,8.87378636
Measles,All cases,Notification rate,N/1000000,2013-01-01,Belgium,4.13001502
Measles,All cases,Notification rate,N/1000000,2013-01-01,Bulgaria,1.92187522
Measles,All cases,Notification rate,N/1000000,2013-01-01,Cyprus,0
Measles,All cases,Notification rate,N/1000000,2013-01-01,Czechia,1.42638091
Measles,All cases,Notification rate,N/1000000,2013-01-01,Germany,22.00593102
Measles,All cases,Notification rate,N/1000000,2013-01-01,Denmark,3.03429033
Measles,All cases,Notification rate,N/1000000,2013-01-01,Estonia,1.51495181
Measles,All cases,Notification rate,N/1000000,2013-01-01,Greece,0.36351689
Measles,All cases,Notification rate,N/1000000,2013-01-01,Spain,2.80346491
Measles,All cases,Notification rate,N/1000000,2013-01-01,EU/EEA (without UK),19.38232
Measles,All cases,Notification rate,N/1000000,2013-01-01,EU/EEA (with UK until 2019),20.697839
Measles,All cases,Notification rate,N/1000000,2013-01-01,Finland,0.36854987
Measles,All cases,Notification rate,N/1000000,2013-01-01,France,4.14631934
Measles,All cases,Notification rate,N/1000000,2013-01-01,Croatia,0.23462392
Measles,All cases,Notification rate,N/1000000,2013-01-01,Hungary,0.10092041
Measles,All cases,Notification rate,N/1000000,2013-01-01,Ireland,11.06343709
Measles,All cases,Notification rate,N/1000000,2013-01-01,Iceland,0
Measles,All cases,Notification rate,N/1000000,2013-01-01,Italy,38.03286196
Measles,All cases,Notification rate,N/1000000,2013-01-01,Lithuania,11.77695787
Measles,All cases,Notification rate,N/1000000,2013-01-01,Luxembourg,0
Measles,All cases,Notification rate,N/1000000,2013-01-01,Latvia,0
Measles,All cases,Notification rate,N/1000000,2013-01-01,Malta,2.36681348
Measles,All cases,Notification rate,N/1000000,2013-01-01,Netherlands,157.33413986
Measles,All cases,Notification rate,N/1000000,2013-01-01,Norway,1.64670076
Measles,All cases,Notification rate,N/1000000,2013-01-01,Poland,2.20689452
Measles,All cases,Notification rate,N/1000000,2013-01-01,Portugal,0.09535352
Measles,All cases,Notification rate,N/1000000,2013-01-01,Romania,57.8918939
Measles,All cases,Notification rate,N/1000000,2013-01-01,Sweden,5.33702083
Measles,All cases,Notification rate,N/1000000,2013-01-01,Slovenia,0.48571488
Measles,All cases,Notification rate,N/1000000,2013-01-01,Slovakia,0
Measles,All cases,Notification rate,N/1000000,2013-01-01,United Kingdom,29.88795521
Measles,All cases,Notification rate,N/1000000,2014-01-01,Austria,13.75210895
Measles,All cases,Notification rate,N/1000000,2014-01-01,Belgium,6.70790387
Measles,All cases,Notification rate,N/1000000,2014-01-01,Bulgaria,0
Measles,All cases,Notification rate,N/1000000,2014-01-01,Cyprus,11.65501165
Measles,All cases,Notification rate,N/1000000,2014-01-01,Czechia,21.11787971
Measles,All cases,Notification rate,N/1000000,2014-01-01,Germany,5.48488195
Measles,All cases,Notification rate,N/1000000,2014-01-01,Denmark,5.15350789
Measles,All cases,Notification rate,N/1000000,2014-01-01,Estonia,0
Measles,All cases,Notification rate,N/1000000,2014-01-01,Greece,0.09151804
Measles,All cases,Notification rate,N/1000000,2014-01-01,Spain,3.41845802
Measles,All cases,Notification rate,N/1000000,2014-01-01,EU/EEA (without UK),7.835963
Measles,All cases,Notification rate,N/1000000,2014-01-01,EU/EEA (with UK until 2019),7.12936
Measles,All cases,Notification rate,N/1000000,2014-01-01,Finland,0.36688698
Measles,All cases,Notification rate,N/1000000,2014-01-01,France,4.03530636
Measles,All cases,Notification rate,N/1000000,2014-01-01,Croatia,3.76753463
Measles,All cases,Notification rate,N/1000000,2014-01-01,Hungary,0
Measles,All cases,Notification rate,N/1000000,2014-01-01,Ireland,7.11536288
Measles,All cases,Notification rate,N/1000000,2014-01-01,Iceland,3.0705835
Measles,All cases,Notification rate,N/1000000,2014-01-01,Italy,27.88623888
Measles,All cases,Notification rate,N/1000000,2014-01-01,Lithuania,3.73708328
Measles,All cases,Notification rate,N/1000000,2014-01-01,Luxembourg,3.63848057
Measles,All cases,Notification rate,N/1000000,2014-01-01,Latvia,17.98679769
Measles,All cases,Notification rate,N/1000000,2014-01-01,Malta,0
Measles,All cases,Notification rate,N/1000000,2014-01-01,Netherlands,8.55651121
Measles,All cases,Notification rate,N/1000000,2014-01-01,Norway,0.58731746
Measles,All cases,Notification rate,N/1000000,2014-01-01,Poland,2.89337725
Measles,All cases,Notification rate,N/1000000,2014-01-01,Portugal,0
Measles,All cases,Notification rate,N/1000000,2014-01-01,Romania,2.95779215
Measles,All cases,Notification rate,N/1000000,2014-01-01,Sweden,2.69573526
Measles,All cases,Notification rate,N/1000000,2014-01-01,Slovenia,25.22943013
Measles,All cases,Notification rate,N/1000000,2014-01-01,Slovakia,0
Measles,All cases,Notification rate,N/1000000,2014-01-01,United Kingdom,2.20664095
Measles,All cases,Notification rate,N/1000000,2015-01-01,Austria,35.99332131
Measles,All cases,Notification rate,N/1000000,2015-01-01,Belgium,4.09351947
Measles,All cases,Notification rate,N/1000000,2015-01-01,Bulgaria,0
Measles,All cases,Notification rate,N/1000000,2015-01-01,Cyprus,0
Measles,All cases,Notification rate,N/1000000,2015-01-01,Czechia,0.85402971
Measles,All cases,Notification rate,N/1000000,2015-01-01,Germany,30.37037933
Measles,All cases,Notification rate,N/1000000,2015-01-01,Denmark,1.59018607
Measles,All cases,Notification rate,N/1000000,2015-01-01,Estonia,3.04212583
Measles,All cases,Notification rate,N/1000000,2015-01-01,Greece,0.09209783
Measles,All cases,Notification rate,N/1000000,2015-01-01,Spain,1.18407998
Measles,All cases,Notification rate,N/1000000,2015-01-01,EU/EEA (without UK),8.703999
Measles,All cases,Notification rate,N/1000000,2015-01-01,EU/EEA (with UK until 2019),7.784693
Measles,All cases,Notification rate,N/1000000,2015-01-01,Finland,0.36551357
Measles,All cases,Notification rate,N/1000000,2015-01-01,France,5.47713084
Measles,All cases,Notification rate,N/1000000,2015-01-01,Croatia,51.83044297
Measles,All cases,Notification rate,N/1000000,2015-01-01,Hungary,0
Measles,All cases,Notification rate,N/1000000,2015-01-01,Ireland,0.42756722
Measles,All cases,Notification rate,N/1000000,2015-01-01,Iceland,0
Measles,All cases,Notification rate,N/1000000,2015-01-01,Italy,4.21083021
Measles,All cases,Notification rate,N/1000000,2015-01-01,Lithuania,17.11589032
Measles,All cases,Notification rate,N/1000000,2015-01-01,Luxembourg,0
Measles,All cases,Notification rate,N/1000000,2015-01-01,Latvia,0
Measles,All cases,Notification rate,N/1000000,2015-01-01,Malta,2.27432446
Measles,All cases,Notification rate,N/1000000,2015-01-01,Netherlands,0.41418339
Measles,All cases,Notification rate,N/1000000,2015-01-01,Norway,2.74081484
Measles,All cases,Notification rate,N/1000000,2015-01-01,Poland,1.2629713
Measles,All cases,Notification rate,N/1000000,2015-01-01,Portugal,0
Measles,All cases,Notification rate,N/1000000,2015-01-01,Romania,0.35227841
Measles,All cases,Notification rate,N/1000000,2015-01-01,Sweden,2.25702254
Measles,All cases,Notification rate,N/1000000,2015-01-01,Slovenia,8.72569046
Measles,All cases,Notification rate,N/1000000,2015-01-01,Slovakia,0
Measles,All cases,Notification rate,N/1000000,2015-01-01,United Kingdom,1.41858422
Measles,All cases,Notification rate,N/1000000,2016-01-01,Austria,3.10328027
Measles,All cases,Notification rate,N/1000000,2016-01-01,Belgium,6.89587067
Measles,All cases,Notification rate,N/1000000,2016-01-01,Bulgaria,0.13978616
Measles,All cases,Notification rate,N/1000000,2016-01-01,Cyprus,0
Measles,All cases,Notification rate,N/1000000,2016-01-01,Czechia,0.6632655
Measles,All cases,Notification rate,N/1000000,2016-01-01,Germany,3.96711027
Measles,All cases,Notification rate,N/1000000,2016-01-01,Denmark,0.52564711
Measles,All cases,Notification rate,N/1000000,2016-01-01,Estonia,1.51982151
Measles,All cases,Notification rate,N/1000000,2016-01-01,Greece,0
Measles,All cases,Notification rate,N/1000000,2016-01-01,Spain,0.81825837
Measles,All cases,Notification rate,N/1000000,2016-01-01,EU/EEA (without UK),9.039714
Measles,All cases,Notification rate,N/1000000,2016-01-01,EU/EEA (with UK until 2019),9.000918
Measles,All cases,Notification rate,N/1000000,2016-01-01,Finland,0.72895489
Measles,All cases,Notification rate,N/1000000,2016-01-01,France,1.18550281
Measles,All cases,Notification rate,N/1000000,2016-01-01,Croatia,0.95450153
Measles,All cases,Notification rate,N/1000000,2016-01-01,Hungary,0
Measles,All cases,Notification rate,N/1000000,2016-01-01,Ireland,9.09805288
Measles,All cases,Notification rate,N/1000000,2016-01-01,Iceland,3.0072565
Measles,All cases,Notification rate,N/1000000,2016-01-01,Italy,14.19256869
Measles,All cases,Notification rate,N/1000000,2016-01-01,Lithuania,7.61625696
Measles,All cases,Notification rate,N/1000000,2016-01-01,Luxembourg,0
Measles,All cases,Notification rate,N/1000000,2016-01-01,Latvia,0
Measles,All cases,Notification rate,N/1000000,2016-01-01,Malta,0
Measles,All cases,Notification rate,N/1000000,2016-01-01,Netherlands,0.3533752
Measles,All cases,Notification rate,N/1000000,2016-01-01,Norway,0
Measles,All cases,Notification rate,N/1000000,2016-01-01,Poland,3.50302283
Measles,All cases,Notification rate,N/1000000,2016-01-01,Portugal,0
Measles,All cases,Notification rate,N/1000000,2016-01-01,Romania,123.07327946
Measles,All cases,Notification rate,N/1000000,2016-01-01,Sweden,0.30453708
Measles,All cases,Notification rate,N/1000000,2016-01-01,Slovenia,0.48445199
Measles,All cases,Notification rate,N/1000000,2016-01-01,Slovakia,0
Measles,All cases,Notification rate,N/1000000,2016-01-01,United Kingdom,8.73368536
Measles,All cases,Notification rate,N/1000000,2017-01-01,Austria,10.82884553
Measles,All cases,Notification rate,N/1000000,2017-01-01,Belgium,32.32988249
Measles,All cases,Notification rate,N/1000000,2017-01-01,Bulgaria,23.2333534
Measles,All cases,Notification rate,N/1000000,2017-01-01,Cyprus,3.50958467
Measles,All cases,Notification rate,N/1000000,2017-01-01,Czechia,13.80116118
Measles,All cases,Notification rate,N/1000000,2017-01-01,Germany,11.25765137
Measles,All cases,Notification rate,N/1000000,2017-01-01,Denmark,0.69580113
Measles,All cases,Notification rate,N/1000000,2017-01-01,Estonia,0.76008923
Measles,All cases,Notification rate,N/1000000,2017-01-01,Greece,89.8015108
Measles,All cases,Notification rate,N/1000000,2017-01-01,Spain,3.3743105
Measles,All cases,Notification rate,N/1000000,2017-01-01,EU/EEA (without UK),40.083692
Measles,All cases,Notification rate,N/1000000,2017-01-01,EU/EEA (with UK until 2019),35.520076
Measles,All cases,Notification rate,N/1000000,2017-01-01,Finland,1.81709255
Measles,All cases,Notification rate,N/1000000,2017-01-01,France,7.75335169
Measles,All cases,Notification rate,N/1000000,2017-01-01,Croatia,1.68503637
Measles,All cases,Notification rate,N/1000000,2017-01-01,Hungary,3.67438385
Measles,All cases,Notification rate,N/1000000,2017-01-01,Ireland,5.22533417
Measles,All cases,Notification rate,N/1000000,2017-01-01,Iceland,8.8665845
Measles,All cases,Notification rate,N/1000000,2017-01-01,Italy,89.1079296
Measles,All cases,Notification rate,N/1000000,2017-01-01,Lithuania,0.70227086
Measles,All cases,Notification rate,N/1000000,2017-01-01,Luxembourg,6.7720052
Measles,All cases,Notification rate,N/1000000,2017-01-01,Latvia,0
Measles,All cases,Notification rate,N/1000000,2017-01-01,Malta,0
Measles,All cases,Notification rate,N/1000000,2017-01-01,Netherlands,0.9366855
Measles,All cases,Notification rate,N/1000000,2017-01-01,Norway,0.19017491
Measles,All cases,Notification rate,N/1000000,2017-01-01,Poland,1.65907512
Measles,All cases,Notification rate,N/1000000,2017-01-01,Portugal,3.29790574
Measles,All cases,Notification rate,N/1000000,2017-01-01,Romania,462.0252272
Measles,All cases,Notification rate,N/1000000,2017-01-01,Sweden,4.10198823
Measles,All cases,Notification rate,N/1000000,2017-01-01,Slovenia,3.87241365
Measles,All cases,Notification rate,N/1000000,2017-01-01,Slovakia,1.10388617
Measles,All cases,Notification rate,N/1000000,2017-01-01,United Kingdom,4.25246637
Measles,All cases,Notification rate,N/1000000,2018-01-01,Austria,8.72791539
Measles,All cases,Notification rate,N/1000000,2018-01-01,Belgium,10.26442834
Measles,All cases,Notification rate,N/1000000,2018-01-01,Bulgaria,1.84396273
Measles,All cases,Notification rate,N/1000000,2018-01-01,Cyprus,17.35637025
Measles,All cases,Notification rate,N/1000000,2018-01-01,Czechia,19.50979518
Measles,All cases,Notification rate,N/1000000,2018-01-01,Germany,6.55857689
Measles,All cases,Notification rate,N/1000000,2018-01-01,Denmark,1.38379814
Measles,All cases,Notification rate,N/1000000,2018-01-01,Estonia,7.58073674
Measles,All cases,Notification rate,N/1000000,2018-01-01,Greece,213.47777452
Measles,All cases,Notification rate,N/1000000,2018-01-01,Spain,4.84371029
Measles,All cases,Notification rate,N/1000000,2018-01-01,EU/EEA (without UK),37.332968
Measles,All cases,Notification rate,N/1000000,2018-01-01,EU/EEA (with UK until 2019),34.397025
Measles,All cases,Notification rate,N/1000000,2018-01-01,Finland,2.72077748
Measles,All cases,Notification rate,N/1000000,2018-01-01,France,43.55011853
Measles,All cases,Notification rate,N/1000000,2018-01-01,Croatia,5.60225044
Measles,All cases,Notification rate,N/1000000,2018-01-01,Hungary,1.43173131
Measles,All cases,Notification rate,N/1000000,2018-01-01,Ireland,15.94073524
Measles,All cases,Notification rate,N/1000000,2018-01-01,Iceland,0
Measles,All cases,Notification rate,N/1000000,2018-01-01,Italy,44.40845841
Measles,All cases,Notification rate,N/1000000,2018-01-01,Lithuania,10.68033369
Measles,All cases,Notification rate,N/1000000,2018-01-01,Luxembourg,6.64446308
Measles,All cases,Notification rate,N/1000000,2018-01-01,Latvia,12.92404435
Measles,All cases,Notification rate,N/1000000,2018-01-01,Malta,10.51080405
Measles,All cases,Notification rate,N/1000000,2018-01-01,Netherlands,1.39688508
Measles,All cases,Notification rate,N/1000000,2018-01-01,Norway,2.26602404
Measles,All cases,Notification rate,N/1000000,2018-01-01,Poland,8.952861
Measles,All cases,Notification rate,N/1000000,2018-01-01,Portugal,16.61641738
Measles,All cases,Notification rate,N/1000000,2018-01-01,Romania,327.540186
Measles,All cases,Notification rate,N/1000000,2018-01-01,Sweden,4.24891025
Measles,All cases,Notification rate,N/1000000,2018-01-01,Slovenia,4.35438922
Measles,All cases,Notification rate,N/1000000,2018-01-01,Slovakia,103.80076132
Measles,All cases,Notification rate,N/1000000,2018-01-01,United Kingdom,14.3797884
Measles,All cases,Notification rate,N/1000000,2019-01-01,Austria,17.04524609
Measles,All cases,Notification rate,N/1000000,2019-01-01,Belgium,43.29790732
Measles,All cases,Notification rate,N/1000000,2019-01-01,Bulgaria,176.42758847
Measles,All cases,Notification rate,N/1000000,2019-01-01,Cyprus,6.85010486
Measles,All cases,Notification rate,N/1000000,2019-01-01,Czechia,55.40010141
Measles,All cases,Notification rate,N/1000000,2019-01-01,Germany,6.21542871
Measles,All cases,Notification rate,N/1000000,2019-01-01,Denmark,2.58349823
Measles,All cases,Notification rate,N/1000000,2019-01-01,Estonia,20.38012711
Measles,All cases,Notification rate,N/1000000,2019-01-01,Greece,4.19596107
Measles,All cases,Notification rate,N/1000000,2019-01-01,Spain,6.22109693
Measles,All cases,Notification rate,N/1000000,2019-01-01,EU/EEA (without UK),27.2487
Measles,All cases,Notification rate,N/1000000,2019-01-01,EU/EEA (with UK until 2019),25.448227
Measles,All cases,Notification rate,N/1000000,2019-01-01,Finland,2.1747329
Measles,All cases,Notification rate,N/1000000,2019-01-01,France,39.2392492
Measles,All cases,Notification rate,N/1000000,2019-01-01,Croatia,12.75683557
Measles,All cases,Notification rate,N/1000000,2019-01-01,Hungary,2.35348145
Measles,All cases,Notification rate,N/1000000,2019-01-01,Ireland,15.08898422
Measles,All cases,Notification rate,N/1000000,2019-01-01,Iceland,25.21071959
Measles,All cases,Notification rate,N/1000000,2019-01-01,Italy,27.08274998
Measles,All cases,Notification rate,N/1000000,2019-01-01,Lithuania,298.47712248
Measles,All cases,Notification rate,N/1000000,2019-01-01,Luxembourg,40.72364284
Measles,All cases,Notification rate,N/1000000,2019-01-01,Latvia,1.56252604
Measles,All cases,Notification rate,N/1000000,2019-01-01,Malta,64.83520713
Measles,All cases,Notification rate,N/1000000,2019-01-01,Netherlands,4.8605027
Measles,All cases,Notification rate,N/1000000,2019-01-01,Norway,3.19056373
Measles,All cases,Notification rate,N/1000000,2019-01-01,Poland,37.47418021
Measles,All cases,Notification rate,N/1000000,2019-01-01,Portugal,0.97308287
Measles,All cases,Notification rate,N/1000000,2019-01-01,Romania,87.87265655
Measles,All cases,Notification rate,N/1000000,2019-01-01,Sweden,1.95499885
Measles,All cases,Notification rate,N/1000000,2019-01-01,Slovenia,23.0668535
Measles,All cases,Notification rate,N/1000000,2019-01-01,Slovakia,58.52758896
Measles,All cases,Notification rate,N/1000000,2019-01-01,United Kingdom,13.23388176
Measles,All cases,Notification rate,N/1000000,2020-01-01,Austria,2.80865298
Measles,All cases,Notification rate,N/1000000,2020-01-01,Belgium,5.72795345
Measles,All cases,Notification rate,N/1000000,2020-01-01,Bulgaria,36.97053376
Measles,All cases,Notification rate,N/1000000,2020-01-01,Cyprus,1.12611978
Measles,All cases,Notification rate,N/1000000,2020-01-01,Czechia,0.37404365
Measles,All cases,Notification rate,N/1000000,2020-01-01,Germany,0.91382716
Measles,All cases,Notification rate,N/1000000,2020-01-01,Denmark,0.68695909
Measles,All cases,Notification rate,N/1000000,2020-01-01,Estonia,0
Measles,All cases,Notification rate,N/1000000,2020-01-01,Greece,0.18659214
Measles,All cases,Notification rate,N/1000000,2020-01-01,Spain,1.96481859
Measles,All cases,Notification rate,N/1000000,2020-01-01,EU/EEA (without UK),4.326217
Measles,All cases,Notification rate,N/1000000,2020-01-01,EU/EEA (with UK until 2019),3.929929
Measles,All cases,Notification rate,N/1000000,2020-01-01,Finland,0.90492954
Measles,All cases,Notification rate,N/1000000,2020-01-01,France,3.56505094
Measles,All cases,Notification rate,N/1000000,2020-01-01,Croatia,0
Measles,All cases,Notification rate,N/1000000,2020-01-01,Hungary,0
Measles,All cases,Notification rate,N/1000000,2020-01-01,Ireland,3.82721918
Measles,All cases,Notification rate,N/1000000,2020-01-01,Iceland,0
Measles,All cases,Notification rate,N/1000000,2020-01-01,Italy,1.76051945
Measles,All cases,Notification rate,N/1000000,2020-01-01,Lithuania,0.71579655
Measles,All cases,Notification rate,N/1000000,2020-01-01,Luxembourg,0
Measles,All cases,Notification rate,N/1000000,2020-01-01,Latvia,0
Measles,All cases,Notification rate,N/1000000,2020-01-01,Malta,3.8867857
Measles,All cases,Notification rate,N/1000000,2020-01-01,Netherlands,0.11489244
Measles,All cases,Notification rate,N/1000000,2020-01-01,Norway,0.74521478
Measles,All cases,Notification rate,N/1000000,2020-01-01,Poland,0.76399954
Measles,All cases,Notification rate,N/1000000,2020-01-01,Portugal,0.8741336
Measles,All cases,Notification rate,N/1000000,2020-01-01,Romania,51.94311215
Measles,All cases,Notification rate,N/1000000,2020-01-01,Sweden,0.4841401
Measles,All cases,Notification rate,N/1000000,2020-01-01,Slovenia,2.86278527
Measles,All cases,Notification rate,N/1000000,2020-01-01,Slovakia,0
Measles,All cases,Notification rate,N/1000000,2020-01-01,United Kingdom,1.25262039
Measles,All cases,Notification rate,N/1000000,2021-01-01,Austria,0.11194868
Measles,All cases,Notification rate,N/1000000,2021-01-01,Belgium,0.60581057
Measles,All cases,Notification rate,N/1000000,2021-01-01,Bulgaria,0
Measles,All cases,Notification rate,N/1000000,2021-01-01,Cyprus,1.1160627
Measles,All cases,Notification rate,N/1000000,2021-01-01,Czechia,0
Measles,All cases,Notification rate,N/1000000,2021-01-01,Germany,0.1202573
Measles,All cases,Notification rate,N/1000000,2021-01-01,Denmark,0
Measles,All cases,Notification rate,N/1000000,2021-01-01,Estonia,0
Measles,All cases,Notification rate,N/1000000,2021-01-01,Greece,0
